ID;CV_Sentences;Sentences_CV_clean;CV_Number;Sentence_line;Nb_tokens;%texte_lu;%texte_lu_fin_ligne;Is_alpha;Grammar;Label
ID1187;pour construire des solutions prêtes à l'emploi pour ses clients régionaux.;pour construire des solutions prêtes à l'emploi pour ses clients régionaux.;CV_34;6;13;36.36;63.64;[True, True, True, True, True, True, False, True, True, True, True, True, False];['ADP', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT'];0
ID1188;Qualifiée en élaboration de plans d'action gestion de projets et guide d'utilisation.;Qualifiée en élaboration de plans d'action gestion de projets et guide d'utilisation.;CV_34;7;15;41.07;58.93;[True, True, True, True, True, False, True, True, True, True, True, True, False, True, False];['VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];0
ID1189; ; ;CV_34;8;1;41.38;58.62;[False];['SPACE'];0
ID1190;EXPÉRIENCE PROFESSIONNELLE  ;EXPÉRIENCE PROFESSIONNELLE  ;CV_34;9;3;42.32;57.68;[True, True, False];['NOUN', 'PROPN', 'SPACE'];0
ID1191;Ingénieure logiciel expérimentée  Agence de développement de logiciels Numérix;Ingénieure logiciel expérimentée  Agence de développement de logiciels Numérix;CV_34;10;10;45.45;54.55;[True, True, True, False, True, True, True, True, True, True];['ADJ', 'ADJ', 'VERB', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PROPN'];0
ID1192;| d'août 2017 à aujourd'hui  Supervise Le développement des applications.;| d'août 2017 à aujourd'hui  Supervise Le développement des applications.;CV_34;11;13;49.53;50.47;[False, False, True, False, True, False, False, True, True, True, True, True, False];['ADP', 'ADP', 'NOUN', 'NUM', 'ADP', 'ADV', 'SPACE', 'NUM', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];0
ID1193;Recherche et développement de nouvelles façons d'améliorer Le processus de développement.;Recherche et développement de nouvelles façons d'améliorer Le processus de développement.;CV_34;12;13;53.61;46.39;[True, True, True, True, True, True, False, True, True, True, True, True, False];['NOUN', 'CCONJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];0
ID1194; ; ;CV_34;13;1;53.92;46.08;[False];['SPACE'];0
ID1195;Formation des ingénieurs logiciel débutants.;Formation des ingénieurs logiciel débutants.;CV_34;14;6;55.80;44.20;[True, True, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'PUNCT'];0
ID1196; ; ;CV_34;15;1;56.11;43.89;[False];['SPACE'];0
ID1197;Ingénieure logiciel débutante;Ingénieure logiciel débutante;CV_34;16;3;57.05;42.95;[True, True, True];['ADJ', 'NOUN', 'ADJ'];0
ID1198;Agence de développement de logiciels Numérix;Agence de développement de logiciels Numérix;CV_34;17;6;58.93;41.07;[True, True, True, True, True, True];['NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PROPN'];0
ID1199;| de juin 2011 à juin 2017  Développement, installation et configuration des applications internes et de nouvelles applications dans les environnements de test et de production.;| de juin 2011 à juin 2017  Développement, installation et configuration des applications internes et de nouvelles applications dans les environnements de test et de production.;CV_34;18;29;68.03;31.97;[False, True, True, False, True, True, False, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False];['ADP', 'ADP', 'NOUN', 'NUM', 'ADP', 'NOUN', 'NUM', 'SPACE', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT'];0
ID1200; ; ;CV_34;19;1;68.34;31.66;[False];['SPACE'];0
ID1201;Stage en génie logiciel chez Solutions Bertrand;Stage en génie logiciel chez Solutions Bertrand;CV_34;20;7;70.53;29.47;[True, True, True, True, True, True, True];['NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PROPN'];0
ID1202;| de septembre 2010 à mars 2011  Achèvement d'un stage de six mois;| de septembre 2010 à mars 2011  Achèvement d'un stage de six mois;CV_34;21;15;75.24;24.76;[False, True, True, False, True, True, False, False, True, False, True, True, True, True, True];['ADP', 'ADP', 'NOUN', 'NUM', 'ADP', 'NOUN', 'NUM', 'SPACE', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN'];0
ID1203;pour l'obtention du Master;pour l'obtention du Master;CV_34;22;5;76.80;23.20;[True, False, True, True, True];['ADP', 'DET', 'NOUN', 'ADP', 'NOUN'];0
ID1204;.;.;CV_34;23;1;77.12;22.88;[False];['PUNCT'];0
ID1205; ; ;CV_34;24;1;77.43;22.57;[False];['SPACE'];0
ID1206;Développement d'un système d'informations pour les ressources humaines basé sur Le cloud, consolidation des informations concernant Les employés provenant de diverses bases de données et serveurs.;Développement d'un système d'informations pour les ressources humaines basé sur Le cloud, consolidation des informations concernant Les employés provenant de diverses bases de données et serveurs.;CV_34;25;30;86.83;13.17;[True, False, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False];['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT'];0
ID1207; ; ;CV_34;26;1;87.15;12.85;[False];['SPACE'];0
ID1208;FORMATION SCOLAIRE  ;FORMATION SCOLAIRE  ;CV_34;27;3;88.09;11.91;[True, True, False];['NOUN', 'ADJ', 'SPACE'];0
ID1209;Master en génie;Master en génie;CV_34;28;3;89.03;10.97;[True, True, True];['NOUN', 'ADP', 'NOUN'];0
ID1210;Logiciel de l'université de Lille, Lille;Logiciel de l'université de Lille, Lille;CV_34;29;8;91.54;8.46;[True, True, False, True, True, True, False, True];['PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PROPN'];0
ID1211;| 2014  Chercheuse diplômée à l'Agence de développement de logiciels Numérix  ;| 2014  Chercheuse diplômée à l'Agence de développement de logiciels Numérix  ;CV_34;30;14;95.92;4.08;[False, False, False, True, True, True, False, True, True, True, True, True, True, False];['ADP', 'NOUN', 'SPACE', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'SPACE'];0
ID1212;Licence pro Métiers du génie logiciel, IUT Metz;Licence pro Métiers du génie logiciel, IUT Metz;CV_34;31;9;98.75;1.25;[True, True, True, True, True, True, False, True, True];['NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PROPN'];0
ID1213;| 2011;| 2011;CV_34;32;2;99.37;0.63;[False, False];['ADP', 'NOUN'];0
ID1214;Mention bien;Mention bien;CV_34;33;2;100.00;0.00;[True, True];['NOUN', 'ADV'];0
ID1215;MARCELLE;MARCELLE;CV_35;0;1;1.75;98.25;[True];['ADJ'];1
ID1216;EXPÉRIENCE PROFESSIONNELLE;EXPÉRIENCE PROFESSIONNELLE;CV_35;1;2;5.26;94.74;[True, True];['NOUN', 'PROPN'];0
ID1217;ANDRE  Associée au marketing  UNIL TE;ANDRE  Associée au marketing  UNIL TE;CV_35;2;8;19.30;80.70;[True, False, True, True, True, False, True, True];['PROPN', 'SPACE', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'NOUN', 'NOUN'];1
ID1218;ME EC TO IIC;ME EC TO IIC;CV_35;3;4;26.32;73.68;[True, True, True, True];['NOUN', 'NOUN', 'NOUN', 'PROPN'];0
ID1219;D;D;CV_35;4;1;28.07;71.93;[True];['NOUN'];0
ID1220;FORMATION;FORMATION;CV_35;5;1;29.82;70.18;[True];['NOUN'];0
ID1221;UNIVERSITAIRE  ;UNIVERSITAIRE  ;CV_35;6;2;33.33;66.67;[True, False];['NOUN', 'SPACE'];0
ID1222;DUO ENT OT IUT;DUO ENT OT IUT;CV_35;7;4;40.35;59.65;[True, True, True, True];['PROPN', 'PROPN', 'NUM', 'NOUN'];0
ID1223;EEE;EEE;CV_35;8;1;42.11;57.89;[True];['NOUN'];0
ID1224;ICT stratégies et de campagnes publicitaires efficaces.  RÉALISATIONS  COORDONNÉES :;ICT stratégies et de campagnes publicitaires efficaces.  RÉALISATIONS  COORDONNÉES :;CV_35;9;13;64.91;35.09;[True, True, True, True, True, True, True, False, False, True, False, True, False];['X', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'PUNCT', 'SPACE', 'NOUN', 'SPACE', 'NOUN', 'PUNCT'];0
ID1225;COMPÉTENCES ET SAVOIR;COMPÉTENCES ET SAVOIR;CV_35;10;3;70.18;29.82;[True, True, True];['NOUN', 'CCONJ', 'NOUN'];0
ID1226;#NOM?;#NOM?;CV_35;11;4;77.19;22.81;[False, False, True];['PUNCT', 'SPACE', 'PROPN'];0
ID1227;EEE EUR UTC;EEE EUR UTC;CV_35;12;3;82.46;17.54;[True, True, True];['NOUN', 'NOUN', 'VERB'];0
ID1228;ELITE;ELITE;CV_35;13;1;84.21;15.79;[True];['NOUN'];0
ID1229;As;As;CV_35;14;1;85.96;14.04;[True];['PROPN'];0
ID1230;ASTUCE;ASTUCE;CV_35;15;1;87.72;12.28;[True];['PROPN'];0
ID1231;1 Site web : sitevraimentsuper.fr PROD;1 Site web : sitevraimentsuper.fr PROD;CV_35;16;6;98.25;1.75;[False, True, True, False, False, True];['NUM', 'NOUN', 'PROPN', 'PUNCT', 'NOUN', 'ADJ'];0
ID1232;AUS;AUS;CV_35;17;1;100.00;0.00;[True];['PROPN'];0
ID1233;Julien Baupin  INGÉNIEUR;Julien Baupin  INGÉNIEUR;CV_36;0;4;1.23;98.77;[True, True, False, True];['PROPN', 'PROPN', 'SPACE', 'ADV'];1
ID1234;LOGICIEL     ;LOGICIEL     ;CV_36;1;2;1.84;98.16;[True, False];['PROPN', 'SPACE'];0
ID1235;PROFIL PERSONNEL     Diplômé de l'Institut de technologie et d'informatique, je suis spécialisé dans le débogage, la conception et les tests de logiciels.;PROFIL PERSONNEL     Diplômé de l'Institut de technologie et d'informatique, je suis spécialisé dans le débogage, la conception et les tests de logiciels.;CV_36;2;28;10.43;89.57;[True, True, False, True, True, False, True, True, True, True, False, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, False];['NOUN', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];0
ID1236;J'aime travailler en équipe et suis capable d'apprendre et d'appliquer rapidement de nouvelles technologies.  ACCOMPLISSEMENTS     Diplômé avec mention très bien  Prix du volontariat  Reconnu pour une présence assidue Premier prix à l'exposition annuelle de  programmation  COORDONNÉES     & 0112131415 01 44 55 66 77  bonjour@sitevraimentsuper.fr À 6, place Fernand Lafargue, 33000 Bordeaux EF) @sitevraimentsuper  COMPÉTENCES ET QUALIFICATIONS     Raisonnement logique et résolution de problèmes  Débogage de logiciels  Programmation informatique  Codage  Bonne communication orale et écrite        FORMATION  Développement de logiciels ME  École supérieure de Condorcet / 2018;J'aime travailler en équipe et suis capable d'apprendre et d'appliquer rapidement de nouvelles technologies.  ACCOMPLISSEMENTS     Diplômé avec mention très bien  Prix du volontariat  Reconnu pour une présence assidue Premier prix à l'exposition annuelle de  programmation  COORDONNÉES     & 0112131415 01 44 55 66 77  bonjour@sitevraimentsuper.fr À 6, place Fernand Lafargue, 33000 Bordeaux EF @sitevraimentsuper  COMPÉTENCES ET QUALIFICATIONS     Raisonnement logique et résolution de problèmes  Débogage de logiciels  Programmation informatique  Codage  Bonne communication orale et écrite        FORMATION  Développement de logiciels ME  École supérieure de Condorcet / 2018;CV_36;3;109;43.87;56.13;[False, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, False, True, False, True, True, True, True, True, False, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, False, True, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, True, True, True, False, False, True, True, False, False, True, True, True, False, True, True, True, True, True, True, False, True, True, True, False, True, True, False, True, False, True, True, True, True, True, False, True, False, True, True, True, True, False, True, True, True, True, False, False];['PRON', 'VERB', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'AUX', 'ADJ', 'ADP', 'VERB', 'CCONJ', 'ADP', 'VERB', 'ADV', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'SPACE', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADV', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'SPACE', 'NOUN', 'SPACE', 'NOUN', 'SPACE', 'CCONJ', 'NUM', 'NOUN', 'DET', 'DET', 'DET', 'DET', 'SPACE', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'NUM', 'PROPN', 'PROPN', 'ADV', 'SPACE', 'NOUN', 'CCONJ', 'NOUN', 'SPACE', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'ADJ', 'SPACE', 'NOUN', 'SPACE', 'ADJ', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'SPACE', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'ADP', 'NUM'];0
ID1237;- 2020 Développement de solutions logicielles pour le département d'ingénierie  Reconnu pour la mise en œuvre d'un nouveau processus de mise à  jour qui a amélioré la charge de la base de données de l'école  Licence en Ingénierie informatique  École technique de Condorcet / 2014;- 2020 Développement de solutions logicielles pour le département d'ingénierie  Reconnu pour la mise en œuvre d'un nouveau processus de mise à  jour qui a amélioré la charge de la base de données de l'école  Licence en Ingénierie informatique  École technique de Condorcet / 2014;CV_36;4;52;59.82;40.18;[False, False, True, True, True, True, True, True, True, False, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, True, True, False, True, True, True, True, False, False];['PUNCT', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'SPACE', 'NOUN', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'ADP', 'NOUN'];0
ID1238;- 2018 Excellence académique  ;- 2018 Excellence académique  ;CV_36;5;5;61.35;38.65;[False, False, True, True, False];['PUNCT', 'NUM', 'NOUN', 'ADJ', 'SPACE'];0
ID1239;Prix de l'innovation en technologie  Prix du bénévolat pour l'exposition annuelle de l'école  ;Prix de l'innovation en technologie  Prix du bénévolat pour l'exposition annuelle de l'école  ;CV_36;6;18;66.87;33.13;[True, True, False, True, True, True, False, True, True, True, True, False, True, True, True, False, True, False];['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'SPACE'];0
ID1240;ACTIVITÉS EXTRASCOLAIRES  ;ACTIVITÉS EXTRASCOLAIRES  ;CV_36;7;3;67.79;32.21;[True, True, False];['NOUN', 'NOUN', 'SPACE'];0
ID1241;École technique de Condorcet Équipe de Debate / Club d'échecs / Guilde des jeunes développeurs  ;École technique de Condorcet Équipe de Debate / Club d'échecs / Guilde des jeunes développeurs  ;CV_36;8;17;73.01;26.99;[True, True, True, True, True, True, True, False, True, False, True, False, True, True, True, True, False];['NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'SYM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE'];0
ID1242;Participation à des débats publiques sur des sujets généraux Développement d'une tactique de débat appliquée qui a aidé à mener l'équipe à la victoire  Gestion d'événements pour la Guilde des jeunes développeurs  Bénévolat Soupe populaire de la Guilde des jeunes développeurs / Vélo pour tous 2017 e Service de repas aux sans-abris chaque week-end dans le cadre de la  soupe populaire organisée par la Guilde des jeunes développeurs e Enseignement du vélo aux enfants de la Fondation pour les Orphelins;Participation à des débats publiques sur des sujets généraux Développement d'une tactique de débat appliquée qui a aidé à mener l'équipe à la victoire  Gestion d'événements pour la Guilde des jeunes développeurs  Bénévolat Soupe populaire de la Guilde des jeunes développeurs / Vélo pour tous 2017 e Service de repas aux sans-abris chaque week-end dans le cadre de la  soupe populaire organisée par la Guilde des jeunes développeurs e Enseignement du vélo aux enfants de la Fondation pour les Orphelins;CV_36;9;88;100.00;0.00;[True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, False, True, False, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True];['NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PRON', 'AUX', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'SPACE', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'DET', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'ADJ', 'NUM', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'SPACE', 'NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN'];0
ID1243;BENJAMIN;BENJAMIN;CV_37;0;1;0.34;99.66;[True];['PROPN'];1
ID1244;SÉVENO     OBJECTIF DE CARRIÈRE  Obtenir un poste à plein temps en tant que travailleur social dans une agence multiculturelle au service de minorités et de familles ou individus réfugiés.;SÉVENO     OBJECTIF DE CARRIÈRE  Obtenir un poste à plein temps en tant que travailleur social dans une agence multiculturelle au service de minorités et de familles ou individus réfugiés.;CV_37;1;32;11.38;88.62;[True, False, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False];['VERB', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'ADV', 'SCONJ', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'PUNCT'];1
ID1245; DIPLÔMES :  Faculté de droit de l'Université de Grenoble (2009)  Membre de l'association des travailleurs sociaux, Chapitre de Grenoble (2004)  INFORMATIONS DE CONTACT  ; DIPLÔMES :  Faculté de droit de l'Université de Grenoble 2009  Membre de l'association des travailleurs sociaux, Chapitre de Grenoble 2004  INFORMATIONS DE CONTACT  ;CV_37;2;35;23.45;76.55;[False, True, False, False, True, True, True, True, False, True, True, True, False, False, True, True, False, True, True, True, True, False, True, True, True, False, False, True, True, True, False];['SPACE', 'NOUN', 'PUNCT', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'NUM', 'SPACE', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'NUM', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'SPACE'];0
ID1246;Téléphone : 01 28 56 67 89 E-mail : bs@sitesuper.fr LinkedIn : @sitevraimentsuper 12 rue de la Paix, 75110 Paris     Travailleur social  ;Téléphone : 01 28 56 67 89 E-mail : bs@sitesuper.fr LinkedIn : @sitevraimentsuper 12 rue de la Paix, 75110 Paris     Travailleur social  ;CV_37;3;25;32.07;67.93;[True, False, False, False, False, False, False, False, False, False, True, False, False, False, True, True, True, True, False, False, True, False, True, True, False];['NOUN', 'PUNCT', 'NOUN', 'DET', 'DET', 'DET', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NUM', 'PROPN', 'SPACE', 'NOUN', 'ADJ', 'SPACE'];0
ID1247;HISTORIQUE DE TRAVAIL  ;HISTORIQUE DE TRAVAIL  ;CV_37;4;4;33.45;66.55;[True, True, True, False];['NOUN', 'ADP', 'NOUN', 'SPACE'];0
ID1248;Assistant juridique SERVICE D'ASSISTANCES AUX POPULATIONS DÉMUNIES, 2017-PRÉSENT  ;Assistant juridique SERVICE D'ASSISTANCES AUX POPULATIONS DÉMUNIES, 2017-PRÉSENT  ;CV_37;5;11;37.24;62.76;[True, True, True, False, True, True, True, True, False, False, False];['PROPN', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'PROPN', 'PUNCT', 'ADV', 'SPACE'];0
ID1249;Gestion des recherches et des recommandations d'actions en justice;Gestion des recherches et des recommandations d'actions en justice;CV_37;6;10;40.69;59.31;[True, True, True, True, True, True, False, True, True, True];['NOUN', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'];0
ID1250;Organisation des dossiers nécessaires pour le tribunal Assistance aux avocats pour la préparation des procès et des audiences  Stagiaire en travail social CENTRE DE SANTÉ SAINT-DENIS, SEPT.;Organisation des dossiers nécessaires pour le tribunal Assistance aux avocats pour la préparation des procès et des audiences  Stagiaire en travail social CENTRE DE SANTÉ SAINT-DENIS, SEPT.;CV_37;7;30;51.03;48.97;[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, False, False, True, False];['NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT'];0
ID1251;2006-MARS 2007  Prise en charge psychologique individuelle des femmes et des enfants;2006-MARS 2007  Prise en charge psychologique individuelle des femmes et des enfants;CV_37;8;13;55.52;44.48;[False, False, False, True, True, True, True, True, True, True, True, True, True];['ADV', 'NUM', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN'];0
ID1252;Création de programmes utilisant la thérapie par le jeu pour les enfants  FORMATION;Création de programmes utilisant la thérapie par le jeu pour les enfants  FORMATION;CV_37;9;14;60.34;39.66;[True, True, True, True, True, True, True, True, True, True, True, True, False, True];['NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'NOUN'];0
ID1253;UNIVERSITAIRE  ;UNIVERSITAIRE  ;CV_37;10;2;61.03;38.97;[True, False];['NOUN', 'SPACE'];0
ID1254;Université de Saint-Denis  MASTER II;Université de Saint-Denis  MASTER II;CV_37;11;6;63.10;36.90;[True, True, False, False, True, True];['NOUN', 'ADP', 'PROPN', 'SPACE', 'NOUN', 'ADJ'];0
ID1255;ACTION SOCIALE  MAI 2007  ;ACTION SOCIALE  MAI 2007  ;CV_37;12;6;65.17;34.83;[True, True, False, True, False, False];['NOUN', 'ADJ', 'SPACE', 'NOUN', 'NUM', 'SPACE'];0
ID1256;- Diplôme obtenu avec mention Très bien  ;- Diplôme obtenu avec mention Très bien  ;CV_37;13;8;67.93;32.07;[False, True, True, True, True, True, True, False];['PUNCT', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADV', 'ADV', 'SPACE'];0
ID1257;- Prix de mémoire de Master II : Psychologie du changement durable  ;- Prix de mémoire de Master II : Psychologie du changement durable  ;CV_37;14;13;72.41;27.59;[False, True, True, True, True, True, True, False, True, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE'];0
ID1258;- Membre de la société pour les travailleurs sociaux et les entrepreneurs  Université de Saint-Denis  LICENCE EN PSYCHOLOGIE  MAI 2001  ;- Membre de la société pour les travailleurs sociaux et les entrepreneurs  Université de Saint-Denis  LICENCE EN PSYCHOLOGIE  MAI 2001  ;CV_37;15;24;80.69;19.31;[False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, False, True, True, True, False, True, False, False];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'DET', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'NOUN', 'ADP', 'VERB', 'SPACE', 'NOUN', 'NUM', 'SPACE'];0
ID1259;Félicitations du jury  Finaliste, meilleure Thèse : « La psychologie au service de l'interculturalisme » Membre de l'association Jeunes Leaders d'action sociale  DIPLÔMES :  ;Félicitations du jury  Finaliste, meilleure Thèse : « La psychologie au service de l'interculturalisme » Membre de l'association Jeunes Leaders d'action sociale  DIPLÔMES :  ;CV_37;16;31;91.38;8.62;[True, True, True, False, True, False, True, True, False, False, True, True, True, True, True, False, True, False, True, True, False, True, True, True, False, True, True, False, True, False, False];['NOUN', 'ADP', 'NOUN', 'SPACE', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE', 'NOUN', 'PUNCT', 'SPACE'];0
