Sentences_CV_clean;True_Label;Label_Pred;Diff
- Surveille la convalescence des animaux après une opération chirurgicale;0;0;0
ACTRICE PROFESSIONNELLE     ;0;0;0
CPU | FÉVRIER 2015;0;0;0
Développeur mobile START;0;0;0
Alva Michelle Houet, bonjour@sitevraimentsuper.fr, Directrice du marketing, Solutions Créatives;0;0;0
INFOS;0;0;0
Récipiendaire du Prix de l'Excellence - Distinction honorifique du doyen - Gagnant du Prix du Meilleur étudiant en marketing 2019;0;0;0
- J'ai également été mannequin  JACQUELINE THOMAS  ;0;0;0
- Résolution des conflits;0;0;0
- Expérience dans les activités quotidiennes liées à la construction;0;0;0
e Portugais     ;0;0;0
- Diplôme obtenu avec mention Très bien  ;0;0;0
Connaissances approfondies de l'enseignement = Connaissances informatiques générales et bonne utilisation de MS Office  —;0;0;0
- Membre du club d'anglais;0;0;0
A défilé dans différentes tenues ou ensembles;0;0;0
Graphiques mobiles  ;0;0;0
Numérique;0;0;0
| 2011;0;0;0
les sciences, la finance et l'éducation Reconnu pour mes idées novatrices et créatives  Collaboration avec l'équipe de gestion de projet pour répondre aux questions et besoins des clients     PRIX ET RÉCOMPENSES  Compétition internationale de design, 2011 1ère place, Paris  Conception visuelle et artistique 2010;0;0;0
Li;0;1;1
LOGICIEL Daniel et Joe Technologies;0;0;0
Référent pour le marketing digital.;0;0;0
RÉALISATIONS;0;0;0
Utilisateur de recherche et formation  COORDONNÉES DE CONTACT  Adresse de l'entreprise : 12, rue des boulons, Aubervilliers 93330, France  E-mail :;0;0;0
Responsable de la mise en page de la page Facebook du lycée;0;0;0
Espagnol;0;0;0
• Anglais américain niveau B2;0;0;0
Marquage/Branding;0;0;0
DESIGNER ET FABRICATION;0;0;0
- Prévisions budgétaires;0;0;0
bonjour@sitevraimentsuper.fr;0;0;0
S U;0;0;0
PROFIL  O1 23 45 67 89  12 rue de la Paix, 29200;0;0;0
| JUILLET 2008;0;0;0
 ;0;0;0
Assistante de recherche Département d'enquête sociale et politique  ;0;0;0
MCE;0;0;0
Samira Hadid  16 place Urbain II,;0;1;1
Ingénieur Tel.;0;0;0
ÉES  22, rue des Peupliers 03200 Vichy;0;0;0
Oui, vous devez conserver un air professionnel tout au long de la lettre.  Cependant, un ton excessivement formel peut décourager ceux qui la lisent.;0;0;0
- Aujourd'hui  - Gère personnellement les problèmes des clients de niveau 3;0;0;0
* Rédaction * Relations clients  + Graphisme :;0;0;0
otre 11 ENS;0;0;0
Licence pro Métiers du génie logiciel, IUT Metz;0;0;0
PROFIL UNIVERSITAIRE  Université Descartes  BTS;0;0;0
Je suis un gestionnaire de comptes avec des     compétences personnelles solides, très        et motivé à aider les entreprises à acquérir et  à maintenir leurs clients sur du long terme.  ;0;0;0
Téléphone : 01 28 65 76 22 E-mail :;0;0;0
Chef de vente, Groupe Carnier Martine Fetyg - 01 23 45 67 89 Directrice, Fetyg sarl  EXPERIENCE PROFESSIONNELLE :  ;0;0;0
Adepte du travail multitâche, capable de mener à bien  R  1];0;0;0
-23;0;0;0
Consultant en gestion  Mario Poulet | Janvier 2020;0;0;0
-;0;0;0
Studios;0;0;0
- Aide pendant les autres activités et événements théâtrales sur demande  FORMATION PROFESSIONNELLE  Université de Condorcet LICENCE EN MARKETING EN 2016  + Meilleur projet du lycée, catégorie des divertissements + Membre du club de marketing de l'université de Condorcet 2013;0;0;0
COTE TETE  Spécialisations  + Analyse de système DETTES;0;0;0
Aptitudes à la résolution de problèmes et volonté d'acquérir des compétences en communication interpersonnelle     ;0;0;0
Flash  ;0;0;0
EI TITRE  TC ON CUT A CU;0;0;0
Planifie des expériences pour comprendre les lois appliquées à la matière condensée Recueille des articles de revues pour garder;0;0;0
Marketing;0;0;0
Majeure Recherche et Application  ;0;0;0
Je joue dans un groupe local appelé La Vie.;0;0;0
Compétences en communication;0;0;0
Musique;0;0;0
end;0;0;0
-méninges d'idées innovantes pour le site Web officiel de l'entreprise;0;0;0
   PROFIL PERSONNEL  ;0;0;0
MÉDIAS INTERACTIFS;0;0;0
CONTACT Tel.;0;0;0
- juin 2015  ;0;0;0
- César de la meilleure actrice, 2015  ;0;0;0
PROFIL PERSONNEL  Je suis une représentante du service client expérimentée avec des résultats prouvés de résolution rapide de problèmes complexes et de fidélisation des clients.;0;0;0
- Excellentes compétences dans le domaine de la communication;0;0;0
Université de Condorcet;0;0;0
75000 Paris;0;0;0
- Diplôme avec mention  ;0;0;0
-;0;0;0
Actrice de Théâtre et de Cinéma  Agence d'Actorat;0;0;0
CONTACTEZ-MOI :  Adresse de l'entreprise : 12, rue Desaix, 75000 Paris, France  E-mail :;0;0;0
OCTO AS soins aux animaux Miaou  ;0;0;0
 ;0;0;0
La Guilde des artistes en action;0;0;0
- DÉCEMBRE 2014  + Gestion des comptes de réseaux sociaux et création de réseaux sociaux  [L +33 1 23 45 67 89 pour des publications quotidiennes + Augmentation du nombre d'abonnées et des mentions j'aime de 200 %  © BONJOUR@SITEVRAIMENTSUPER.FR  CORTE;0;0;0
Tel : +33.95.98.19.03  ;0;0;0
- Animation d'ateliers de conception pour les lycéens  FORMATION PROFESSIONNELLE  Université de Condorcet  Licence en Arts;0;0;0
Photographe pour le journal du lycée  QUALIFICATIONS  ;0;0;0
ACTRICE DE THÉÂTRE  ;0;0;0
- Diplômée avec les félicitations du jury;0;0;0
Bonnes;0;0;0
- à présent  - Analyser les besoins des utilisateurs et concevoir des solutions logicielles;0;0;0
- Conceptualisation et rédaction publicitaire  COORDONNÉES :  ;0;0;0
Compétences en rédaction;0;0;0
-;0;0;0
www.sitevraimentsuper.fr     ;0;0;0
Vente, Commerce et Marketing 2011  ;0;0;0
1 Site web : sitevraimentsuper.fr PROD;0;0;0
Apprentissage automatique;0;0;0
RC RO VE;0;0;0
Ecole de Design;0;0;0
A rédigé une thèse sur :;0;0;0
| MAURICE;0;0;0
- Présidente de l'équipe de majorettes de la ville 2008;0;0;0
Je suis analyste en sécurité spécialisé en informatique et en analyse de logiciels malveillants.;0;0;0
EXPÉRIENCE PROFESSIONNELLE  PRODUCTEUR DE RÉSEAUX;0;0;0
 ;0;0;0
DCE;0;0;0
.;0;0;0
-;0;0;0
- Jeu de théâtre et improvisation;0;0;0
-;0;0;0
Assistante Manager Le Shantou,;0;0;0
J'ai également de l'expérience en maquillage pour effets spéciaux    ;0;0;0
172B : découverte d'un système d'étoiles  ARTICLES DE RECHERCHE  e;0;0;0
 ;0;0;0
Vidéographie;0;0;0
LA LUCIOLE  Responsable marketing expérimentée D E;0;0;0
, Débat sur la société avec la gazette de Condorcet;0;0;0
    ;0;0;0
SOCIAUX GESTIONNAIRES;0;0;0
-2015  Direction et gestion de quatre responsables créatifs et d'une liste d'agences de conception, afin de créer et d'organiser des projets et des expériences enrichissantes et gratifiantes;0;0;0
ELITE;0;0;0
Université nationale de Condorcet  Faculté des sciences de la communication;0;0;0
UNIVERSITÉ DE CONDORCET;0;0;0
Configuration et surveillance de divers tests de laboratoire  .;0;0;0
Un graphiste est un professionnel de 2019 - 2023 + Université de Dijon l'industrie du graphisme et des arts Licence en Communication graphiques qui assemble des images, de la 2023 - 2024 + Université de Dijon  typographie ou des images animées pour  créer un élément de design.;0;0;0
Aide à l'organisation d'événements hors ligne et en ligne.;0;0;0
Je peux produire de la musique grâce à l'un des logiciels suivants :;0;0;0
20056;0;0;0
Entreprise Expert en Logistique février 2019 à aujourd'hui;0;0;0
* RÉFLEXION SUR LES STRATÉGIES;0;0;0
Gestion des recherches et des recommandations d'actions en justice;0;0;0
.;0;0;0
- Excellence universitaire en anglais, histoire et mathématiques;0;0;0
FORMATION  Lorraine;0;0;0
- Déléguée pour la vie lycéenne 2005  FORMATION PROFESSIONNELLE  ;0;0;0
- Collaboration étroite avec l'équipe de contenu de marque;0;0;0
    ;0;0;0
Actrice de Théâtre et de Cinéma  ;0;0;0
- Dessin animé  DUT DETTES;0;0;0
COMPÉTENCES ET SAVOIR;0;0;0
Analyste de sécurité;0;0;0
Documentaires;0;0;0
Studio Adora  Graphiste principale  + Chargée de créer des images pour des mises en page hors ligne.;0;0;0
-;0;0;0
L'EBI Diplôme biologie industrielle;0;0;0
Studio de création design  ;0;0;0
avr. 2012 à jan 2013  ;0;0;0
EU;0;0;0
- Maintien d'une moyenne de 17/20  ;0;0;0
Mention bien;0;0;0
Diplômée avec mention;0;0;0
janv;0;0;0
DOMAINES D'EXPERTISE  ;0;0;0
je fais du bénévolat, de l'escalade et des marathons;0;0;0
Téléphone : or 32 23 44 12;0;0;0
6;0;0;0
OE;0;0;0
DIRECTRICE DE CONSTRUCTION  ;0;0;0
Soutien au personnel principal e.;0;0;0
    ;0;0;0
- 2021 Expérience pertinente;0;0;0
 ;0;0;0
Production  8%        Illustrator .0e;0;0;0
CONDORCET;0;0;0
- Présidente du syndicat des étudiants;0;0;0
- 200 heures  + _ Réalisation réussie de projets clients pour une valeur de 440 000 €  + Proposition de mise en page et de design  +.;0;0;0
UNIVERSITAIRE  UNIVERSITÉ DE LYON Bachelier en Communications, Juin 2015  ;0;0;0
-;0;0;0
Reconnu pour une participation parfaite    ;0;0;0
01 12 13 14 15;0;0;0
FORMATION SCOLAIRE  ;0;0;0
| août 2011;0;0;0
Le Java  Le Python  Le C++  Le C;0;0;0
on en entrepreneuriat, et comptabilité en matiè     ec les honneurs, avec une moyenne générale de 15,5     Vainqueur du défi des jeunes entrepreneurs de Melun  Lycée de Melun  Diplômé avec les honneurs | avril 2008  Diplôme de l'université de Melun avec une moyenne de 15,5 Président du Club des jeunes entrepreneurs  Membre du Club de débat  Rédacteur pour le journal de l'université de Melun  RÉFÉRENCES;0;0;0
www.sitevraimentsuper.fr;0;0;0
- présent      ;0;0;0
PROFIL EXPÉRIENCES PROFESSIONNELLES  Sensibilisé à la cause écologique, je me suis dirigié vers des activités  d'ingénierie durable à la fin de mes études.;0;0;0
LA SOCIÉTÉ DU TROC  Lee re;0;0;0
| Introduction  ;0;0;0
•;0;0;0
- Rédaction d'une thèse et d'une critique sur les systèmes sociaux des communautés minoritaires de Condorcet  Université de Saint-Denis Diplômée avec mention Très bien | 2012;0;0;0
Biologiste en laboratoire pour la recherche durable.;0;0;0
2025;0;0;0
Machine à presse Directrice artistique;0;0;0
FORMATION PROFESSIONNELLE :  UNIVERSITÉ;0;0;0
Création de postes pour les réseaux sociaux suivant un calendrier de contenu;0;0;0
-;0;0;0
Master en génie;0;0;0
- 2015  - Prodiguer des soins en administrant des médicaments, en gérant les perfusions intraveineuses, en surveillant l'état du patient, et en conservant des dossiers et des dialogues avec les médecins  FORMATION PROFESSIONNELLE  Diplôme d'État d'Infimier | mai 2012;0;0;0
- Aide à l'organisation de la 18e marche alimentaire de la communauté de Condorcet  ;0;0;0
- Gagnante du concours de dessin, 2005-2006;0;0;0
ÉDUCATEUR SPÉCIALISÉ     ;0;0;0
- Membre, club de marketing;0;0;0
- Travailler avec des étudiants de différents milieux  ;0;0;0
CRÉATIF  EXPÉRIENCE PROFESSIONNELLE :  CONSULTANT CRÉATIF  Compagnie Alva | 2015-2020  ;0;0;0
, Revue pédagogique 2018 « Quand l'anglais et l'espagnol se rencontrent », Espace multiculturel 2016;0;0;0
"Fondateur  Start Up ""Medina""  Développement de l'application mobile Medina.co";0;0;0
un entraînement au jeu d'acteur très intensif * Arrivée deuxième au concours de la meilleure thèse  Carrière Professionnelle  ;0;0;0
12 rue Desaix, 75110 Paris  ;0;0;0
Réalisations  + _ Diplômée du groupe d'improvisation de Loupérac + _ Prix de l'actrice de l'année de l'école de théâtre du Petit Pont + _ Master des arts du théâtre école des arts de l'If  Julie Bernard  ;0;0;0
Compagnie;0;0;0
CNE LCI;0;0;0
Secrétaire, Union des étudiants;0;0;0
- Présidente du club de illustrateurs, 2013-2014     ;0;0;0
MÉDECIN AGENCE RÉGIONALE DE SANTÉ;0;0;0
Université de Condorcet  ;0;0;0
-;0;0;0
| Février 2010;0;0;0
06 99 88 09 44;0;0;0
Machine à presse;0;0;0
• Beatboxing;0;0;0
-67;0;0;0
RÉFÉRENCES  Bernard Maurin, Télécommunications hexagonales O1 33 44 55 66 bonjouresitevraimentsuper.fr Renée Poitiers;0;0;0
Capacité à travailler sous pression  Ï  [  Ve  NL A  ;0;0;0
et publicité;0;0;0
06 79 77 99 00 Adresse: 12, rue Pascal 75000 Paris  ;0;0;0
bonjour@sitevraimentsuper.fr;0;0;0
FORMATION;0;0;0
Cours de soutien après l'école pour les élèves en échec.;0;0;0
PARCOURS SCOLAIRE 2019 - 2023 •;0;0;0
- Mention 'Bien'  - Vice-Présidente du Conseil des étudiants;0;0;0
Ler Prix des jeunes créateurs de France:  Conception d'un encadrement de miroir à base de chutes de tissus.  CONTACT  12 avenue Saint-Boulet, 75000, Paris Tel : +33.90.09.09.89     EXPÉRIENCES PROFESSIONNELLES  ;0;0;0
spécialisation vins de Bordeaux     Tel : +33.87.09.11.09 vente et dégustation     ;0;0;0
- Langages : Python, SQL;0;0;0
- Conception de communication de base  CONTACTEZ-MOI :  Téléphone :;0;0;0
Licence en Communication et Marketing  jplômé ô i Université de Diplômé de la Faculté de Marketing Condorcet Septembre Président du Bureau des Étudiants 2007;0;0;0
Notation, rapports et évaluation  ;0;0;0
ÉCOLE PRIMAIRE;0;0;0
- 2020  - À joué plusieurs rôles pour la maison de production BFP;0;0;0
Site web :;0;0;0
Lycée Henri IV  Bac Scientifique     Æ COMPÉTENCES;0;0;0
Orienté vers des objectifs à long terme.  ;0;0;0
PROFIL PERSONNEL  Je suis une développeuse de logiciels et une architecte de systèmes avec une expérience dans la conception, le codage et le test de systèmes complexes.;0;0;0
apps;0;0;0
Diplôme en communication, spécialité création littéraire major de promotion  Boursière universitaire;0;0;0
COMPÉTENCES  ;0;0;0
NAT;0;0;0
dans le domaine des énergies  renouvelables éolienne, photovoltaïque, hydrolienne  FORMATION  ENI Metz  école nationale d'ingénieurs de Metz Mastère, option Energétique industrielle  ;0;0;0
45;0;0;0
PROFIL PERSONNEL ME C TE O ET O;0;0;0
Designer graphique expérimentée  Studio de conception de Condorcet + 2012-2013  Concepteur graphique  ;0;0;0
       ;0;0;0
Professeur de mathématiques en école primaire Académie du tutorat;0;0;0
Connaissances professionnelles;0;0;0
La Luciole 2013-2016 + Membre de la société internationale de musique;0;0;0
SENIOR;0;0;0
-;0;0;0
CONTACTEZ-MOI  ;0;0;0
- Apprentissage des principes de la recherche par mot-clé et de l'analyse des backlinks à des fins de référencement  FORMATION PROFESSIONNELLE  Université de Condorcet  Bachelier en Administration des affaires, option Marketing  ;0;0;0
I 2015;0;0;0
- Formation et développement des employés  ;0;0;0
L'EBI Diplôme biologie industrielle;0;0;0
-;0;0;0
SENIOR;0;0;0
Master en ingénierie | mai 2019  + _ Mention bien, major de promotion + _ Double cursus avec des classes de gestion des entreprises et d'encadrement  IUT DE CONDORCET BS;0;0;0
Don ENTER;0;0;0
Développeur;0;0;0
A joué dans des clips de musique;0;0;0
Multimédia, mention très bien CHAMPIONNE DU DESIGN 2014  ere dde;0;0;0
IL at e CA: ol EEE 12 rue du brie 77600 Bry-sur-Marne;0;0;0
- Augmentation de 50 % du trafic sur les réseaux sociaux  Stagiaire en marketing de réseaux sociaux Ligne de vêtements Textiles et Cie | janvier 2012;0;0;0
12 rue de la Paix, 75110 Paris  RÉUSSITES PROFESSIONNELLES  ;0;0;0
12 rue Desaix;0;0;0
Gestion des recherches et des recommandations d'actions en justice;0;0;0
Courte;0;0;0
#NOM?;0;0;0
    ;0;0;0
- Étudie l'environnement cognitif et socio-émotionnellcréé en classe;0;0;0
Licence en histoire de l'art, 2016  ;0;0;0
°_ maîtrise et connaissance des matériaux éco-responsables ° connaissance des processus de recyclage °_ Modélisation et Conceptualisation des espaces 3D  Spécialisation bois et acier  Lycée Bellevue 2011-2014  Optention du Baccalauréat S, option mathématiques;0;0;0
-;0;0;0
2016;0;0;0
juil-16;0;0;0
Déc.;0;0;0
Ce CC EC  ;0;0;0
Stagiaire au services des ressources humaines avril 2024 à octobre 2024;0;0;0
PROFIL  À la recherche d'un emploi dans le secteur sécurité et environnement  INFOS  44 route des fraisiers, 64000, Biarritz  Tel: +33.99.21.13.01 o.dupouy@begood.com  COMPÉTENCES  ;0;0;0
- Lauréat de la bourse Gilles Kahn  ;0;0;0
- Comptabilité de paie et calculs fiscaux;0;0;0
- présent  - Rationalisation du flux de travail éditorial afin de maximiser l'efficacité;0;0;0
Microsoft;0;0;0
 ;0;0;0
- 2017  - Félicitations du jury, 2006-2007;0;0;0
- Fév.;0;0;0
-2013;0;0;0
fb.me/sitevraimentsuper.fr @sitevraimentsuper.fr @sitevraimentsuper.fr  1 Jules André C] LC];0;0;0
Aider l'équipe sur les différents aspects des projets + Gestion d'équipe lorsque le chef d'équipe est indisponible  FORMATION SCOLAIRE     ;0;0;0
2025 Baccalauréat Lycée Jeanne d'Arc, Brest 2018;0;0;0
Enseignement de revues de groupe pour les classes des élèves de l'école primaire 2.;0;0;0
IUT;0;0;0
Forte de mon expérience, de mes compétences et de ma formation, je suis la candidate idéale pour cette filière.  COORDONNÉES  & 01;0;0;0
Assistant laborantin RICO;0;0;0
- Gestion de la sécurité de l'information  ;0;0;0
Tolérance sitevraimentsuper.fr bjr@sitesuper.fr @sitesuper.fr PRINCIPALES FONCTIONNALITÉS;0;0;0
|;0;0;0
La SUR RE      N,  HISTORIQUE DE CARRIÈRE  Directrice de construction;0;0;0
GRAPHIQUE GRAPHISTE JUNIOR;0;0;0
- 2016 PROFESSEUR DE MUSIQUE PRIVÉ;0;0;0
Informations de contact  01 23 45 67 89 bjr@sitevraimentsuper.fr www.sitevraimentsuper.fr @sitevraimentsuper.fr  ;0;0;0
- Architecture système améliorée en continu  PARCOURS;0;0;0
Logistique globale et éco-responsabilité;0;0;0
- juil 2016;0;0;0
Directeur de la création  Publicité de Condorcet;0;0;0
- À présenté un argument de vente qui a sécurisé un compte d'un  million d'euros  PARCOURS;0;0;0
Création de rapports pour le gérant  FORMATION ANTÉRIEURE  IUT DAUPHINE  ;0;0;0
PRIX/RÉFÉRENCES;0;0;0
ETES 14e tat;0;0;0
- JUILLET 2015 + Gestion du département de physique des astroparticules.  + Supervision des doctorants  + _ Rédaction de propositions de subvention et revue de la recherche de pairs.;0;0;0
- janvier 2013  ;0;0;0
PROFIL PERSONNEL  Je suis une gestionnaire de médias sociaux dynamique et enthousiaste, qui aime surveiller | ë S ECTS sociaux et créer des campagnes numériques efficaces.;0;0;0
Bénévolat Soupe populaire de la Guilde des jeunes développeurs / Vélo pour tous 2017 Raisonnement logique et résolution de problèmes;0;0;0
Linkedin : @sitevraimentsuper;0;0;0
Architecture;0;0;0
AVOCATE EN DROIT DE L'ENVIRONNEMENT  EXPÉRIENCES PROFESSIONNELLES  ;0;0;0
Mention bien;0;0;0
- Coordination avec les auteurs et renforcement du respect des délais;0;0;0
- Coordination avec les auteurs et renforcement du respect des délais;0;0;0
Animal domestique;0;0;0
Optimisation de la conception orientée;0;0;0
.  + Conception de systèmes de fichiers électroniques et maintenance de fichiers électroniques et papier.;0;0;0
J'adore être sur scène !  RÉALISATIONS ET PRIX  ;0;0;0
management d'équipe 0;0;0;0
Téléphone Fixe : O1;0;0;0
 Major de promotion  ;0;0;0
| SALLE DE FITNESS;0;0;0
Téléphone : O1 23 45 67 89  Mobile : 06 23 45 56 89  E-mail :;0;0;0
DD;0;1;1
- Collabore à l'une des principales campagnes virales diffusée le jour de la Saint-Valentin  - Aide les comptes de l'entreprise à passer en statut vérifié  - Maintien d'un taux de réponse de 100% en un mois  POUR ME CONTACTER  ;0;0;0
| Étudiante ECO ERIC UT  ;0;0;0
Compéten;0;0;0
89;0;0;0
2017;0;0;0
- Artiste de l'année 2019;0;0;0
 ;0;0;0
LC  ACC  Ut  ;0;0;0
12 rue Desaix, 75110 Paris;0;0;0
Sensibilité au branding de la marque  <_ Maîtrise de nombreux outils de marketing en ligne  ;0;0;0
Résultat final : a reçu une note de 18/20 et a remporté la Université de campagne de marketing la plus innovante.;0;0;0
- Conception de logos, polices de caractères, et autres média de branding pour les clients  ;0;0;0
- 2024 + Université de Dijon créer un élément de design;0;0;0
Éducation;0;0;0
- Réalise des tests de régression et écrit la documentation de logiciels CONTACTEZ-MOI : FORMATION;0;0;0
Architecte spécialisée en matériaux écologiques  ;0;0;0
Les vêtements de Gabi - Janvier 2016 à août 2019  ;0;0;0
Je cherche un poste d'enseignante.;0;0;0
Université Paris- Dauphine;0;0;0
- GRAPHISTE  e TOILE DE MÉDIA 2010-2011;0;0;0
Débogage de logiciels;0;0;0
Soutien aux étudiants en maîtrise en biologie + Collaboration avec d'autres tuteurs en  sciences pour créer un programme d'études;0;0;0
RÉALISATIONS ET PRIX  ;0;0;0
Site web : sitevraimentsuper.fr 12 rue Desaix, 75110 Paris;0;0;0
2011;0;0;0
Carrière Professionnelle;0;0;0
EDITÉ  e        K     < A la recherche d'un poste de gestionnaire Eco-responsabilité  > ONE Vi  Tél : +33.69.54.83.93;0;0;0
Rascol CAP  ;0;0;0
- Valorisation de marques et d'entreprises;0;0;0
- Vendre des contrats d'assurance;0;0;0
 ;0;0;0
 ;0;0;0
   ;0;0;0
World;0;0;0
J'adore créer des campagnes marketing efficaces pour Les produits auxquels je crois.  coordonnées  bonjour@sitevraimentsuper.fr Linkedin: @sitevraimentsuper.fr  compétences & expertise  + __;0;0;0
TT EL ETAT  OR LTOTUT;0;0;0
EC;0;0;0
- 2013 • Tutrice, Association des sciences sociales, 2012;0;0;0
Highland d'excellence 2016;0;0;0
             GRAPHISTE  D'EILPIAINE SAURIIN        À PROPOS DE MOI  ;0;0;0
- Moyenne de 16/20  ;0;0;0
- L'histoire du marketing et de la publicité     EXPÉRIENCE PROFESSIONNELLE  GRAPHISTE SENIOR  Édition Magniolas  Novembre 2020;0;0;0
STUDIO;0;0;0
Téléphone : 01 23 45 67 89 Portable : 06 12 34 56 78  E-mail :;0;0;0
juillet 2014 à novembre 2016  Planification et mise en œuvre de stratégies de marketing numérique qui ont augmenté le trafic organique du site de 150 %.;0;0;0
Méthodologie agile  ;0;0;0
Encodé les données des employés et des bénévoles dans le SIRH.;0;0;0
École de Commerce Léonard De Vinci  ;0;0;0
10T2  Récompenses    ;0;0;0
| Yoga;0;0;0
| Classe de 2020 •;0;0;0
- Recrutement et formation du personnel  - Réalisation d'inspections et d'installations sur les sites     2017 à aujourd'hui  Spécialiste CVC  ;0;0;0
- 2021  Développement de programmes marketing de haute qualité : newsletters, diaporamas, brochures, publicités, panneaux d'affichage     PARCOURS;0;0;0
PROFIL PERSONNEL  Je suis une actrice de théâtre professionnelle avec une vaste expérience dans 1 ductions en direct.;0;0;0
Ariel;0;0;0
Académia;0;0;0
Développement d'un système d'informations pour les ressources humaines basé sur le cloud, consolidation des informations concernant les employés provenant de diverses bases de données et serveurs.;0;0;0
- Aide à la gestion des travaux de développement général  TANIA:;0;0;0
- Artiste de l'année  ;0;0;0
Participation bénévole à la gestion des comptes sur les réseaux sociaux et réalisation  Conduite de ses efforts de marketing numérique.;0;0;0
Chef d'équipe du site Web du lycée;0;0;0
Designer d'Intérieur Le monde d'Archi 1 2016-;0;0;0
EXPÉRIENCE PROFESSIONNELLE  MENUISIER SENIOR  ;0;0;0
- A assisté le réalisateur dans les répétitions  PARCOURS;0;0;0
- Longs métrages;0;0;0
Parcours académique  ;0;0;0
- Élaboration d'une stratégie de réseaux sociaux afin d'augmenter le nombre de visites uniques sur le site de la société;0;0;0
-;0;0;0
Bac +5  Master biodiversité, écologie et évolution  ;0;0;0
- Gestion de la présence en ligne de la société;0;0;0
Récapitulatif professionnel  SÉRIE CUT Etat lE;0;0;0
- Recherche et analyse des concurrents et tendances du marché  FORMATION  Université Paris;0;0;0
• A joué avec le groupe Tigers COMPÉTENCES;0;0;0
www.sitevraimentsuper.fr  Q 01 12 13 1415;0;0;0
SOCIAUX Médias BAULES et Cie;0;0;0
PROFIL;0;0;0
Ingénieur;0;0;0
Pro;0;0;0
le personnel à organiser des entraînements en classe et des activités de groupe Administrer des évaluations de la condition physique et des tests sur tapis roulant pour conseiller des objectifs de forme physique  COMPÉTENCES  + CONSEILS NUTRITIONNELS + PLANIFICATION NUTRITIONNELLE + PROGRAMMES DE FITNESS + ÉVALUATION INDIVIDUELLE  PARCOURS SCOLAIRE  UNIVERSITÉ DE MULHOUSE, 2017  LICENCE EN ARTS AVEC UNE SPÉCIALISATION EN ÉDUCATION  ‘à     »     al &              à  SC?;0;0;0
PROFESSEUR D'ANGLAIS  ;0;0;0
- Université de Condorcet: Diplôme de 2016;0;0;0
- Formation de de 2012 à 2016  ;0;0;0
Mobile:;0;0;0
Édition de textes;0;0;0
- Mention très bien;0;0;0
Je suis un développeur Web autodidacte avec une compréhension solide de la Conception Web ainsi que de techniques visant l'amélioration de l'expérience des utilisateurs.;0;0;0
Introduction et méthodes de la recherche sociale aux étudiants de première année;0;0;0
Licence en informatique avec option;0;0;0
Bases de la physique;0;0;0
 ;0;0;0
- Création d'images et de graphiques pour des campagnes publicitaires  ;0;0;0
- Cinéma indépendant  ;0;0;0
MECS CEE EXPÉRIENCES dans l'énergie éolienne PROFESSIONNELLES  ;0;0;0
- juin 2013  - Diplômée avec les honneurs - Thèse-maîtrise : problèmes en intervention;0;0;0
Profil personnel  ;0;0;0
Satisfait en moyenne 300 demandes d'informations par semaine;0;0;0
Mes œuvres ont été reconnues par l'association des théâtres français et ont été jouées sur des scènes internationales.;0;0;0
Services de vente Sitôt acheté, Sitôt vendu novembre 2015 à février 2019;0;0;0
satisfaction client en gérant les affaires quotidiennes  ;0;0;0
 ;0;0;0
- Représentante étudiante pour Le comité des activités étudiantes, qui assure La liaison auprès de l'administration  RÉFÉRENCES PROFESSIONNELLES  Quentin Lelann;0;0;0
SOCIÉTÉ DE COMMUNICATION NOUVEAUX;0;0;0
UNIVERSITAIRE  ;0;0;0
- Point de contact direct avec les clients  Assistant Marketing  Réseaux Dupont et Cie.;0;0;0
Gestion des différents services du groupe de recherche spatiale  .;0;0;0
 ;0;0;0
www.sitevraimentsuper.fr;0;0;0
CONDORCET + MAI 2016;0;0;0
12 rue Desaix, 75110 Paris  ;0;0;0
EDITÉ  e        K     < A la recherche d'un poste de gestionnaire Eco-responsabilité  > ONE Vi  Tél : +33.69.54.83.93;0;0;0
bonjour@sitevraimentsuper.fr;0;0;0
 ;0;0;0
CINÉMA;0;0;0
ROSENTHAL  FONDATEUR DE BEGOOD  INFOS;0;0;0
Carrière Professionnelle;0;0;0
MCE;0;0;0
Développement d'un système d'informations pour les ressources humaines basé sur le cloud, consolidation des informations concernant les employés provenant de diverses bases de données et serveurs.;0;0;0
- décembre 2019  - Création de services back-end qui analysent les données pour fournir des informations commerciales  ;0;0;0
Regarder des films Jouer de la musique;0;0;0
COORDONNÉES  ;0;0;0
Aptitudes;0;0;0
- Développement des entreprises;0;0;0
• Hiphop Danse Contemporaine;0;0;0
Fixe :;0;0;0
Solutions de Condorcet;0;0;0
EXPÉRIENCE DE TRAVAIL  LYCÉE DE CONDORCET  ENSEIGNANT REMPLAÇANT 2011-2012  Professeur remplaçant d'anglais et d'histoire.;0;0;0
Fleurs de Condorcet;0;0;0
Création de toutes les publications pour les comptes de réseaux sociaux du magazine;0;0;0
- 18 h 00  ;0;0;0
- Diplôme en physique chimique  ;0;0;0
- Membre de l'équipe de natation pendant 3 ans  Lycée Marie Curie BACCALAURÉAT 2012  ;0;0;0
 ;0;0;0
- Moyenne : 18  ;0;0;0
DSC;0;0;0
Faits importants  22 rue du Faubourg Saint Honoré,;0;0;0
2015-PRÉSENT Graphiste  STUDIO MÉDIA ET CIE + 2014  Graphiste et gestionnaire des réseaux sociaux;0;0;0
